Across Back,Across Bust,Across Chest,Armscye (Max),Around Shoulder,Bicep (Max),Body Area,Body Density,Body Fat %,Body Fat % (Asian),Body Mass Index (BMI),Body Volume,Bust,Bust Width,Bust-Hip Ratio,Bust-Waist Ratio,CB to Hip,CB to Waist,Chest,Customer Age,Customer Gender,Customer Height,Customer Weight,HPS Sleeve Length (Max),HPS To Bust Point (Max),HPS To Knee (Max),HPS to Hip (Max),HPS to Waist (Max),Head Area,Head Volume,High Hip,Hip,Inseam (Max),Knee (Max),Left Arm Area,Left Arm Volume,Left Leg Area,Left Leg Volume,Mid Neck Girth,Natural Waist,Neck,Outseam (Max),Outseam Left,Outseam Right,Outseam to Hip (Max),Outseam to Knee (Max),Pant Waist,Pant Waist Height,Right Arm Area,Right Arm Volume,Right Leg Area,Right Leg Volume,Rise Back,Rise Back (Min Z),Rise Front,Rise Front (Min Z),Rise Total,Rise Total (Min Z),Short Sleeve Length Left,Short Sleeve Length Right,Shoulder Back,Shoulder Front,Sleeve Length Back Neck (Max),Sleeve Length HPS (Max),Sleeve Length Left,Sleeve Length Right,Sleeve Length Shoulder (Max),Thigh (Max),Thigh (Max) (Inflection),Torso Area,Torso Volume,Under Bust,Waist (Natural),Waist-Hip Ratio (WHO),Weight,Weight (Fat),Weight (Non-Fat),Wrist (Max)
14.866,16.381,13.623,20.083,40.007,13.204,,0.022857,44,9.7,19.6,,42.021,8.808,0.892,1.065,21.776,14.944,,28,Female,64,115,27.848,10.845,40.12,23.833,17.144,,,44.03,47.128,26.986,16.711,,,,,12.791,,,,36.969,36.998,6.16,20.053,39.438,36.646,,,,,13.248,17.281,18.529,20.908,31.777,38.189,14.362,14.163,13.874,14.417,,,21.59,22.985,,35.981,36.003,,,36.618,36.515,0.775,,,,7.344
14.818,15.721,13.441,24.5,41.321,15.693,,0.023056,38.8,12.8,19.3,,40.514,6.804,0.988,1.012,24.604,16.865,,50,Male,69,130,29.517,12.937,49.105,26.284,18.719,,,37.971,41,30.906,21.04,,,,,16.595,,,,38.804,38.869,3.983,26.234,37.962,38.554,,,,,12.881,13.737,11.409,12.531,24.29,26.268,14.379,16.719,16.674,16.994,,,24.128,24.425,,27.552,25.468,,,40.514,40.452,0.987,,,,9.43
14.72,15.666,14.242,20.588,41.78,16.31,,0.025243,32.9,13.5,22.5,,42.367,8.72,0.981,1.073,25.992,15.747,,43,Male,69,150,32.089,10.149,47.883,27.201,18.665,,,39.502,43.207,26.007,19.657,,,,,16.648,,,,37.246,37.074,5.051,23.431,36.9,36.613,,,,,14.346,14.618,14.15,14.345,28.496,28.963,14.358,13.709,18.871,16.18,,,25.155,24.718,,28.784,26.419,,,42.192,39.913,0.929,,,,9.736
14.575,15.897,13.719,19.141,38.505,11.436,,0.024801,28.7,1.9,16.7,,38.686,5.496,0.979,1.146,21.986,14.914,,44,Female,66,104,25.752,10.292,41.979,23.928,16.822,,,39.528,39.516,30.223,16.394,,,,,14.423,,,,37.329,37.281,4.589,22.47,36.573,37.065,,,,,11.725,12.496,11.299,12.239,23.024,24.735,12.25,13.561,16.507,15.354,,,19.979,22.056,,22.838,22.99,,,35.132,33.008,0.835,,,,6.795
13.753,17.53,11.53,21.126,39.008,18.479,,0.028176,50.6,16.6,21.6,,41.686,7.673,1.026,0.936,22.087,14.12,,44,Male,66,134,26.498,12.344,40.274,25.429,17.25,,,40.105,40.614,30.01,17.354,,,,,14.285,,,,34.459,34.79,2.67,16.974,39.636,34.322,,,,,10.193,11.121,9.008,10.414,19.202,21.535,12.123,14.052,16.675,17.017,,,20.296,20.924,,25.364,25.421,,,41.357,42.467,1.065,,,,8.386
13.725,13.827,12.243,18.334,35.343,12.472,,0.03349,22.2,13.2,21.1,,34.654,6.252,0.926,1.099,26.18,17.806,,28,Female,63,119,24.303,9.783,38.373,24.025,15.582,,,34.221,37.429,27.159,21.819,,,,,15.359,,,,34.134,33.966,6.409,19.839,31.521,33.721,,,,,11.091,12.869,11.121,12.825,22.212,25.694,13.637,12.421,14.798,13.414,,,20.822,21.67,,21.467,22.946,,,33.271,27.902,0.785,,,,7.058
14.745,14.882,14.555,23.556,42.639,16.048,,0.028825,31.6,8.9,20.8,,40.459,7.379,1.065,1.076,25.427,18.294,,49,Male,67,132,26.567,10.855,41.441,25.709,17.754,,,37.42,37.98,27.65,17.089,,,,,17.516,,,,34.97,34.785,4.921,20.589,34.002,34.489,,,,,10.281,11.653,12.328,13.143,22.609,24.796,13.602,12.41,16.315,16.695,,,22.432,21.119,,23.855,23.44,,,40.459,37.683,0.992,,,,8.779
17.107,16.3,15.797,21.577,45.734,14.514,,0.027072,30,14.6,23,,41.944,8.147,0.984,1.065,29.747,20.076,,53,Male,70,161,30.608,12.422,45.931,30.011,20.858,,,41.084,42.647,30.295,19.276,,,,,17.314,,,,38.228,38.377,5.859,21.587,36.723,37.908,,,,,13.182,14.52,10.857,12.341,24.04,26.861,14.599,14.218,19.147,18.41,,,24.54,22.392,,26.473,27.52,,,41.944,39.963,0.937,,,,12.083
15.955,15.036,14.227,21.054,42.006,13.87,,0.029013,34.9,18.1,21.6,,39.363,6.81,1,1.02,26.078,17.709,,53,Male,66,134,29.131,12.189,46.261,27.007,18.544,,,38.828,39.344,28.025,16.715,,,,,15.616,,,,34.844,34.521,3.565,21.46,36.995,34.436,,,,,10.124,11.268,11.024,11.813,21.149,23.08,14.633,13.264,16.157,17.633,,,24.325,22.152,,24.807,26.139,,,38.206,39.238,0.997,,,,3.464
13.977,14.968,13.361,21.83,41.066,15.965,,0.029915,32.4,12.9,23.6,,39.136,6.888,0.995,1.009,24.234,16.407,,27,Male,65,143,26.601,10.933,43.277,25.106,17.271,,,38.581,39.315,26.472,17.266,,,,,17.652,,,,34.084,34.219,3.989,20.559,35.512,33.717,,,,,11.67,12.128,11.098,11.536,22.768,23.664,13.395,13.455,17.197,15.834,,,21.703,22.178,,24.013,24.014,,,39.136,38.626,0.982,,,,7.287
16.037,14.897,14.076,19.915,42.851,14.218,,0.033172,27.8,12.3,23.2,,40.919,7.303,1.128,1.127,23.743,14.61,,40,Male,64,134,25.181,10.898,38.032,24.627,15.862,,,33.396,36.275,26.342,16.328,,,,,17.895,,,,33.332,33.445,4.405,17.171,32.13,32.992,,,,,10.882,11.673,10.704,11.286,21.586,22.959,12.116,12.548,18.431,17.96,,,19.963,19.324,,22.415,22.419,,,40.919,35.869,0.997,,,,8.107
13.628,16.83,12.868,18.417,36.891,10.511,,0.040913,31.4,25.9,27.5,,36.695,6.63,0.969,1.071,23.682,15.724,,30,Female,61,146,23.803,11.523,39.747,26.008,18.154,,,37.414,37.888,26.448,15.449,,,,,13.568,,,,31.664,31.546,4.749,17.258,36.776,31.449,,,,,9.392,10.385,9.159,10.115,18.551,20.5,11.697,13.261,14.284,15.833,,,18.434,19.647,,20.917,21.609,,,32.501,33.225,0.877,,,,7.387
16.571,16.689,16.41,25.339,48.174,17.199,,0.02308,42.5,10.5,23.2,,46.448,7.197,1.023,1.05,23.357,17.111,,49,Male,67,148,26.114,12.544,45.663,25.809,18.342,,,45.47,45.426,25.443,20.467,,,,,21.197,,,,35.183,34.968,3.004,21.646,44.962,34.872,,,,,14.786,15.626,13.015,13.573,27.801,29.199,13.609,13.447,18.542,18.561,,,21.114,21.916,,29.746,28.712,,,46.354,43.803,0.964,,,,10.196
17.991,18.909,15.43,23.117,47.938,17.78,,0.018063,50.9,4.2,23.9,,48.65,9.111,0.887,1.022,25.63,17.975,,31,Female,67,154,29.321,14.259,51.381,28.339,20.678,,,52.28,54.857,18.383,14.852,,,,,18.633,,,,39.314,39.335,7.061,27.516,47.588,38.998,,,,,28.402,28.417,26.208,26.89,54.611,55.307,13.641,14.061,21.051,19.883,,,21.878,23.911,,41.519,22.101,,,46.143,44.033,0.803,,,,9.295
19.231,15.838,15.883,30.457,50.575,17.271,,0.020283,45.7,45.7,23.2,,48.898,8.644,0.993,1.016,25.981,12.231,,31,Male,72,170,32.75,13.943,46.664,28.39,14.232,,,48.055,49.258,31.449,23.308,,,,,19.684,,,,36.525,37.878,1.219,18.94,48.458,36.338,,,,,11.258,14.814,9.578,13.491,20.836,28.306,15.891,18.718,19.929,17.512,,,24.046,28.942,,33.204,32.478,,,48.835,48.955,0.966,,,,12.571
15.324,15.262,13.783,21.488,42.366,13.855,,0.026565,26.4,12.8,21.7,,39.166,7.446,0.936,1.086,23.857,16.373,,52,Male,67,137,28.434,13.292,43.169,27.677,19.749,,,39.509,41.855,28.519,19.485,,,,,17.782,,,,37.105,37.033,6.72,22.969,36.066,36.596,,,,,13.16,14.28,12.389,13.352,25.549,27.632,13.583,12.485,17.281,18.325,,,22.261,21.786,,26.403,27.15,,,38.331,37.608,0.899,,,,9.189
17.765,15.833,16.188,22.416,46.246,16.04,,0.024501,36,10,21.1,,43.204,7.792,0.983,1.055,25.426,17.849,,28,Male,70,148,29.627,12.812,43.427,28.083,19.444,,,43.76,43.939,30.215,18.691,,,,,17.722,,,,37.688,38.123,4.218,19.049,40.65,37.418,,,,,11.256,13.098,12.345,13.441,23.601,26.539,14.037,14.414,18.638,17.901,,,24.081,24.391,,27.618,28.808,,,43.204,40.268,0.916,,,,8.112
14.279,16.445,13.853,14.824,35.882,9.462,,0.033371,34.1,13.2,20.4,,36.293,7.07,0.855,1.054,23.617,16.516,,30,Female,65,121,24.678,10.409,39.951,25.075,18.097,,,35.998,42.473,29.746,12.985,,,,,13.754,,,,37.001,36.82,5.934,19.559,34.412,36.298,,,,,12.191,13.324,12.16,13.278,24.351,26.602,12.438,12.732,15.613,14.001,,,20.46,19.945,,15.774,17.173,,,33.924,33.782,0.78,,,,9.507
13.108,14.664,13.17,16.616,35.621,8.48,,0.031352,33.8,22.4,24.2,,36,6.704,0.89,1.083,22.14,14.761,,38,Female,61,130,24.879,10.009,38.512,22.626,16.135,,,37.273,40.451,27.487,19.538,,,,,13.407,,,,34.716,35.046,5.442,19.838,34.205,34.425,,,,,11.854,13.48,10.943,12.579,22.797,26.06,12.584,13.061,14.343,13.904,,,20.239,21.395,,26.57,27.35,,,32.855,32.637,0.807,,,,7.941
16.843,19.017,15.88,20.027,44.327,14.826,,0.026448,33.7,10.3,19.4,,45.503,7.928,1.151,1.164,24.758,17.555,,31,Male,71,139,27.69,10.949,46.937,27.472,19.179,,,37.266,39.54,30.548,17.529,,,,,17.008,,,,37.424,37.393,3.221,22.593,36.401,37.15,,,,,11.089,11.95,10.777,11.864,21.866,23.814,11.732,13.75,17.672,19.17,,,18.754,22.101,,25.697,23.577,,,41.718,38.97,0.982,,,,9.55
12.096,13.227,12.057,20.822,36.799,12.234,,0.039095,16.1,16.3,24.1,,35.271,5.894,0.974,1.123,23.223,15.843,,26,Male,64,141,26.366,11.365,41.6,24.571,18.042,,,35.088,36.205,28.472,15.352,,,,,14.113,,,,35.255,34.965,3.494,19.205,31.202,34.759,,,,,11.171,11.724,10.01,10.68,21.181,22.404,12.093,14.417,15.313,16.615,,,18.824,22.87,,22.216,23.926,,,35.271,31.204,0.862,,,,4.222
16.954,17.508,15.294,20.941,46.32,16.113,,0.02699,35.9,14.8,24.8,,45.29,9.055,1.005,1.051,26.209,19.036,,36,Male,69,168,29.76,12.096,44.66,29.661,20.728,,,44.145,45.047,27.154,19.801,,,,,19.754,,,,36.103,36.593,5.142,19.557,40.304,35.894,,,,,14.323,14.625,12.328,12.587,26.651,27.213,14.45,14.42,19.678,20.281,,,22.248,23.783,,28.67,26.033,,,43.859,42.882,0.952,,,,6.506
14.515,14.551,14.223,18.925,39.662,13.07,,0.032653,21.9,12.9,21.6,,37.755,6.933,0.986,1.125,25.227,17.217,,35,Male,66,134,28.039,10.537,42.589,26.61,18.015,,,35.647,38.293,28.063,15.62,,,,,14.944,,,,34.872,34.828,4.494,19.353,32.183,34.651,,,,,11.254,11.98,10.193,11.182,21.448,23.162,13.348,13.832,15.384,16.092,,,21.759,23.549,,21.33,21.489,,,37.755,33.082,0.864,,,,7.075
11.255,14.958,8.886,14.056,29.816,8.66,,0.035067,16.1,25,20.8,,31.013,7.103,0.939,1.203,19.55,13.344,,25,Female,61,110,23.892,10.87,41.179,21.466,15.598,,,29.534,33.045,19.715,10.888,,,,,12.068,,,,36.118,35.727,4.429,22.124,26.426,35.218,,,,,21.319,21.473,20.6,20.725,41.919,42.198,12.129,13.553,12.29,10.998,,,19.857,20.064,,29.001,19.427,,,27.784,25.338,0.767,,,,8.013
15.262,15.703,13.406,18.898,38.387,12.742,,0.032469,34.1,9.8,21.6,,37.876,6.766,0.997,1.035,19.737,12.874,,50,Female,61,115,25.803,10.423,39.041,21.92,14.951,,,38.81,38.006,30.385,11.296,,,,,14.268,,,,36.799,36.148,4.746,19.698,37.147,35.945,,,,,13.165,19.699,10.921,17.684,24.086,37.383,13.453,11.5,16.031,14.477,,,22.739,20.991,,26.78,28.049,,,35.462,35.971,0.946,,,,7.755
12.484,14.874,10.753,17.511,34.048,10.04,,0.030879,23,12.7,18,,32.862,4.836,0.928,1.062,22.866,16.024,,27,Female,63,101,27.135,12.441,41.383,25.632,18.308,,,33.213,35.403,30.266,15.008,,,,,12.311,,,,35.65,35.284,3.739,19.53,31.75,35.141,,,,,9.609,11.72,9.137,11.324,18.746,23.044,14.066,13.441,13.924,14.686,,,22.932,21.956,,21.617,25.929,,,32.862,28.938,0.817,,,,6.063
12.057,13.908,10.265,18.558,33.646,12.393,,0.030794,19.6,13.7,19.9,,34.456,5.73,0.911,1.234,22.388,14.951,,38,Female,63,112,24.597,9.143,36.76,23.103,15.737,,,33.541,37.841,26.378,14.204,,,,,15.453,,,,36.476,36.491,6.824,19.31,27.918,36.013,,,,,14.306,20.977,14.927,20.902,29.233,41.879,13.898,13.879,13.325,13.278,,,21.081,21.482,,26.672,25.99,,,29.534,27.252,0.72,,,,8.822
15.91,15.97,15.476,19.625,42.775,13.058,,0.030749,23.4,15.7,23.5,,40.873,6.523,0.999,1.14,26.348,15.545,,27,Male,69,159,30.003,11.436,43.486,28.814,17.721,,,39.919,40.932,30.287,18.159,,,,,15.409,,,,38.168,38.855,6.328,20.197,33.431,37.633,,,,,12.643,13.527,10.78,11.714,23.423,25.24,14.035,14.92,18.744,18.118,,,22.73,24.353,,23.663,25.187,,,40.087,35.3,0.866,,,,7.235
13.844,12.41,12.795,23.081,40.193,16.105,,0.02951,33.1,9.4,19.6,,36.646,7.167,0.987,0.981,25.281,16.402,,34,Male,68,128,27.384,12.643,45.631,26.956,17.776,,,35.322,37.119,29.963,17.652,,,,,15.183,,,,36.66,36.656,6.146,23.962,30.414,36.254,,,,,10.655,12.557,10.342,12.395,20.997,24.952,13.623,14.038,14.904,16.417,,,23.909,24.393,,23.297,25.752,,,36.646,35.599,0.995,,,,10.705
13.485,17.242,12.7,14.072,34.803,8.901,,0.036121,28.6,22.7,22.9,,34.681,6.899,0.889,1.134,19.633,13.264,,29,Female,61,121,24.745,11.606,38.326,22.522,16.046,,,36.639,39.032,27.913,14.765,,,,,13.156,,,,35.865,35.706,4.206,19.041,32.903,35.402,,,,,12.922,13.222,11.691,12.331,24.613,25.553,13.135,11.761,14.555,14.946,,,18.839,20.481,,25.208,21.937,,,31.095,29.406,0.753,,,,8.19
12.838,14.305,11.369,16.336,33.94,11.727,,0.033868,22.1,8.9,18,,34.24,5.766,0.971,1.146,21.339,14.938,,25,Female,63,101,26.263,9.779,37.179,23.715,16.599,,,33.822,35.258,29.2,14.279,,,,,13.48,,,,33.308,33.371,4.502,18.603,30.623,33.047,,,,,8.4,9.294,7.534,8.846,15.934,18.141,13.654,13.91,14.161,14.395,,,21.952,22.044,,19.721,20.854,,,29.569,29.658,0.841,,,,5.443
16.365,14.383,14.066,21.018,43.608,14.589,,0.034664,24.1,16.5,24.4,,41.22,6.653,1.062,1.149,22.462,15.271,,31,Male,66,152,27.253,11.15,43.957,24.643,17.846,,,37.623,38.812,28.03,14.59,,,,,16.57,,,,35.988,35.993,4.066,22.14,36.162,35.68,,,,,11.566,12.027,12.027,12.202,23.593,24.229,15.231,14.383,17.98,16.758,,,21.282,22.225,,23.159,21.945,,,38.351,36.07,0.929,,,,9.405
15.803,13.747,12.212,21.373,42.894,16.315,,0.03482,21.7,9.7,24.1,,40.325,8.223,1.07,1.132,23.784,15.959,,25,Male,68,159,27.082,10.181,42.542,25.089,18.348,,,35.54,37.688,29.946,15.624,,,,,17.413,,,,37.452,37.418,4.401,20.593,34.063,36.996,,,,,11.938,12.215,10.739,11.108,22.677,23.323,13.692,14.263,18.036,18.814,,,22.051,23.432,,22.465,22.984,,,38.573,36.351,0.965,,,,8.406
14.141,16.17,4.819,19.352,37.488,16.274,,0.026964,44.6,11.9,23.5,,40.722,7.187,0.913,1.031,24.184,16.462,,23,Female,63,134,26.239,9.835,39.866,26.016,18.152,,,42.633,44.618,26.113,19.884,,,,,13.064,,,,33.757,33.816,4.197,17.193,37.487,32.996,,,,,11.811,12.528,10.731,11.683,22.542,24.21,14.684,12.588,14.942,16.234,,,23.096,20.953,,27.07,28.098,,,40.633,39.359,0.882,,,,6.361
14.093,15.148,11.801,22.275,40.966,14.425,,0.027388,24.9,24.9,24.7,,38.716,6.201,0.933,1.093,19.927,13.181,,25,Female,60,126,23.311,13.446,36.972,23.53,17.534,,,39.794,41.505,25.964,17.727,,,,,24.813,,,,35.169,35.196,4.889,17.982,36.306,34.746,,,,,13.601,16.507,15.01,16.403,28.61,32.91,11.186,13.356,17.783,16.85,,,18.535,21.155,,29.448,26.341,,,37.644,35.181,0.848,,,,6.905
13.077,15.795,7.62,21.303,37.245,12.431,,0.032369,19.9,20,23.6,,37.845,10.823,0.998,1.201,21.493,14.587,,28,Female,61,123,25.241,10.026,41.903,22.709,16.225,,,35.455,37.906,17.01,13.699,,,,,13.237,,,,36.519,36.269,6.248,25.641,31.662,35.927,,,,,21.846,21.84,22.031,22.186,43.877,44.026,12.843,13.98,14.622,16.731,,,21.34,22.197,,25.456,0,,,32.873,32.293,0.852,,,,7.628
13.859,15.651,13.418,20.079,39.185,15.132,,0.025168,40.1,10.9,21.2,,40.497,7.724,0.999,0.969,24.175,16.221,,40,Male,67,137,26.58,12.78,44.148,26.237,18.245,,,38.573,40.534,30.42,19.34,,,,,19.849,,,,37.087,36.812,4.279,20.883,35.034,36.462,,,,,11.314,12.939,10.264,12.214,21.577,25.153,13.782,14.593,16.93,15.431,,,22.207,22.495,,25.602,25.398,,,40.497,41.212,1.017,,,,11.086
16.977,15.271,14.976,21.129,44.213,14.543,,0.026853,40,29.1,19.9,,40.931,7.307,1.007,1.036,24.817,17.293,,43,Male,70,139,28.56,11.882,47.487,26.062,18.346,,,38.122,40.638,31.495,16.757,,,,,18.899,,,,38.684,38.385,4.565,24.928,35.738,38.1,,,,,12.234,13.366,10.604,12.031,22.838,25.397,14.729,14.043,16.75,16.67,,,24.42,23.562,,24.532,24.375,,,40.931,39.111,0.962,,,,4.205
14.273,15.982,11.454,19.4,37.18,11.763,,0.037083,31.1,20.5,25.2,,38.408,8.787,0.97,1.135,22.342,15.849,,26,Female,62,137,24.911,9.903,38.913,23.092,16.421,,,38.554,39.581,28.405,14.203,,,,,14.504,,,,34.141,34.193,4.303,20.101,35.733,33.801,,,,,11.067,12.075,10.585,11.648,21.653,23.723,12.946,14.266,15.107,15.097,,,20.295,21.826,,23.28,24.937,,,33.046,32.628,0.824,,,,6.14
14.806,18.901,11.974,16.334,37.305,9.316,,0.021864,37.2,37.2,16.7,,41.857,11.421,0.995,1.012,22.736,15.645,,44,Female,65,101,25.778,11.595,38.47,25.378,17.983,,,43.471,42.075,27.564,17.126,,,,,17.689,,,,36.316,36.25,4.98,18.314,42.072,36.205,,,,,12.226,12.291,11.541,11.578,23.768,23.869,13.227,14.414,16.226,16.108,,,19.985,21.851,,23.102,23.548,,,39.799,40.661,0.966,,,,7.707
17.595,18.438,12.833,21.701,46.136,14.952,,0.025869,39.8,10.6,19.7,,42.077,8.869,1.081,1.042,25.508,18.771,,53,Male,67,126,27.267,12.412,40.492,29.061,20.738,,,37.432,38.932,28.785,18.95,,,,,19.358,,,,33.917,33.736,4.644,16.062,35.125,33.468,,,,,8.899,10.575,9.481,11.14,18.38,21.715,11.467,15.214,16.443,19.928,,,19.5,22.466,,23.941,26.165,,,41.638,40.445,1.039,,,,8.822
14.522,16.315,14.815,21.699,40.847,15.23,,0.028459,27,12.6,22.1,,39.776,7.306,0.989,1.081,26.274,18.722,,50,Male,69,148,26.963,9.287,46.083,27.713,19.428,,,38.399,40.21,31.32,19.375,,,,,16.195,,,,38.018,37.679,6.275,23.059,35.627,37.463,,,,,13.796,15.466,9.856,11.607,23.652,27.073,13.75,14.141,16.386,16.094,,,22.12,22.298,,27.216,29.203,,,39.776,37.857,0.942,,,,5.591
13.772,14.206,12.495,19.919,38.215,12.682,,0.025911,15.4,15.4,20.1,,37.568,6.305,0.927,1.171,21.493,15.892,,32,Female,61,108,25.576,9.798,41.157,22.802,16.265,,,35.95,40.539,26.354,15.604,,,,,25.071,,,,36.419,36.458,6.35,23.435,32.077,35.946,,,,,14.712,15.528,13.789,14.965,28.501,30.494,13.674,14.953,17.13,13.529,,,22.32,22.107,,25.451,24.677,,,34.025,30.601,0.755,,,,9.402
17.844,14.725,15.959,21.033,46.314,15.75,,0.032112,28.2,17.6,27.8,,43.305,7.382,1.01,1.071,25.54,17.28,,39,Male,69,187,27.542,12.555,44.743,28.447,20.221,,,41.681,42.879,26.094,18.755,,,,,17.585,,,,35.871,35.859,4.544,20.218,40.159,35.726,,,,,12.558,13.73,15.502,17.105,28.06,30.835,12.006,13.295,19.636,21.538,,,20.487,23.358,,31.119,28.484,,,42.114,40.408,0.942,,,,10.754
19.769,20.894,18.196,24.897,51.527,18.058,,0.025663,51.3,10.8,32,,51.593,16.214,1.005,1.069,23.67,17.098,,30,Female,63,183,26.14,14.198,43.123,26.969,19.844,,,50.625,51.359,24.591,20.76,,,,,20.989,,,,35.571,35.705,6.467,21.15,48.25,35.093,,,,,16.439,19.228,16.904,19.076,33.343,38.304,11.152,11.81,20.115,20.329,,,17.759,18.902,,33.728,29.788,,,49.388,47.491,0.925,,,,11.087
13.316,14.314,12.162,15.4,36.484,11.074,,0.034682,27.2,11.6,20.3,,34.768,6.289,0.935,1.079,20.555,13.786,,29,Female,62,110,25.254,9.261,37.498,22.759,15.728,,,34.413,37.176,29.396,14.829,,,,,13.978,,,,36.058,36.058,5.78,19.861,32.235,35.882,,,,,12.024,14.11,10.79,12.212,22.815,26.323,14.31,13.922,14.22,14.57,,,20.878,21.658,,20.57,21.28,,,32.56,31.412,0.845,,,,8.332
16.741,18.962,15.987,21.806,44.718,16.107,,0.022936,41.1,11.1,22.3,,44.959,7.068,1.031,1.08,23.822,15.926,,46,Male,65,132,23.572,10.98,42.987,24.711,17.399,,,42.029,43.616,26.334,18.379,,,,,20.204,,,,33.603,33.569,3.054,20.244,41.275,33.409,,,,,11,13.022,11.875,13.012,22.875,26.034,13.198,11.081,17.183,17.911,,,20.466,21.212,,28.563,26.423,,,44.532,41.438,0.95,,,,11.987
17.732,14.689,12.589,22.219,44.056,14.544,,0.026321,32.4,10.4,17.8,,41.912,7.165,1.13,1.144,26.243,18.233,,25,Male,69,119,27.21,11.283,45,25.776,17.902,,,36.503,37.084,30.657,16.799,,,,,16.586,,,,37.065,36.873,5.69,23.991,33.989,36.533,,,,,10.46,12.128,9.102,11.127,19.562,23.256,13.509,12.32,17.815,17.485,,,21.436,19.819,,21.633,22.147,,,41.912,38.303,1.033,,,,7.816
14.223,12.42,12.573,20.797,38.405,12.577,,0.03657,16.5,11.8,22.2,,36.619,6.168,0.928,1.084,24.956,17.686,,30,Male,69,150,30.58,10.481,43.73,26.557,18.65,,,36.64,39.446,31.993,14.298,,,,,15.063,,,,38.119,38.088,4.638,20.534,33.835,37.722,,,,,11.541,12.268,9.453,10.696,20.994,22.965,17.978,17.525,15.28,15.077,,,27.024,26.454,,21.782,22.315,,,34.591,32.474,0.823,,,,6.927
16.459,13.496,11.943,20.261,36.318,12.376,,0.037778,24.9,11.3,20,,35.306,5.259,1.037,1.002,22.623,15.888,,30,Female,65,121,26.403,10.035,37.21,23.852,16.972,,,32.648,34.045,28.495,16.948,,,,,12.899,,,,36.244,35.644,6.109,16.65,32.769,35.481,,,,,10.881,18.216,10.208,17.036,21.088,35.252,13.188,15.904,14.896,14.452,,,20.946,23.188,,21.402,21.574,,,31.04,33.552,0.986,,,,7.093
17.649,19.662,16.804,25.991,47.689,16.07,,0.024487,40.7,22.6,23.8,,47.862,8.346,1.046,1.053,28.5,19.568,,56,Male,72,174,31.007,13.364,49.04,30.719,21.39,,,45.197,45.777,30.659,20.965,,,,,16.562,,,,39.261,39.338,5.602,23.141,43.706,38.914,,,,,11.677,12.831,13.822,14.485,25.499,27.316,16.175,15.847,19.105,18.965,,,23.807,23.946,,27.921,30.637,,,47.751,47.18,1.031,,,,8.874
14.235,13.469,12.765,18.8,37.208,12.12,,0.036377,34.8,11.6,20.5,,35.139,6.14,0.806,1.012,24.395,16.564,,25,Female,66,128,25.772,10.835,40.852,25.735,17.946,,,39.027,43.611,28.448,13.287,,,,,13.618,,,,36.903,36.582,7.589,20.825,34.717,36.073,,,,,13.474,0,12.734,0,26.208,0,12.852,12.332,14.773,13.512,,,20.802,21.102,,19.76,21.325,,,31.319,33.362,0.765,,,,7.36
13.559,15.823,12.001,19.838,37.987,13.424,,0.026667,34.7,16.9,21.3,,40.241,6.095,0.987,1.13,21.584,15.091,,31,Female,65,128,27.504,10.201,45.583,22.767,16.349,,,39.307,40.855,18.409,14.197,,,,,12.161,,,,38.815,38.769,5.894,27.639,34.978,38.433,,,,,25.823,26.117,24.068,24.67,49.891,50.788,12.84,12.548,16.46,15.836,,,21.326,21.371,,30.598,17.112,,,35.465,33.761,0.832,,,,10.432
16.812,18.062,15.144,18.777,44.311,14.898,,0.03043,36.2,18.8,25.5,,43.481,8.179,1.074,1.071,24.921,16.873,,48,Male,64,148,28.638,12.387,43.716,28.659,20.494,,,39.937,40.484,27.081,15.724,,,,,17.644,,,,32.633,32.742,3.376,17.909,37.509,32.248,,,,,9.308,10.125,9.83,10.99,19.139,21.115,11.646,11.677,18.904,20.65,,,20.266,20.826,,23.837,23.665,,,43.481,40.654,1.004,,,,8.556
16.633,13.839,14.1,22.741,45.124,14.954,,0.023463,37.4,10.5,18.9,,41.806,6.12,0.976,1.06,27.309,18.386,,25,Male,69,128,29.037,11.724,47.847,28.726,19.576,,,42.356,42.833,29.272,16.933,,,,,17.378,,,,37.054,37.093,5.572,23.878,37.669,36.879,,,,,11.879,13.001,11.95,12.584,23.829,25.585,14.26,15.527,18.54,16.287,,,24.013,24.041,,24.388,26.02,,,39.287,39.384,0.919,,,,7.513
16.049,14.253,12.793,21.818,43.343,14.536,,0.025436,34.1,13.4,20.9,,42.642,6.247,0.982,1.052,23.784,16.295,,37,Male,72,154,29.134,10.766,42.471,27.052,18.683,,,42.553,43.422,29.598,22.496,,,,,16.467,,,,37.212,37.335,3.638,20.084,41.152,37.077,,,,,12.55,14.177,11.713,13.647,24.263,27.825,13.96,13.971,18.653,15.838,,,23.003,23.188,,28.937,28.179,,,41.975,40.018,0.922,,,,12.05
14.595,15.36,14.058,20.783,40.97,15.124,,0.024558,39.1,11,19,,40.368,7.234,0.988,1.019,24.354,16.355,,29,Male,68,126,30.61,10.939,42.792,26.951,18.81,,,39.77,40.839,31.525,17.907,,,,,16.619,,,,37.06,37.386,4.358,19.625,38.619,36.855,,,,,11.684,12.777,9.004,10.78,20.688,23.557,15.294,15.886,16.744,15.168,,,23.915,24.908,,23.946,27.61,,,39.425,39.056,0.956,,,,10.276
